,GroupSize,Maximal Similarity,Maximal Similarity(Refined) 
641,643,0.155119319301,0.367340127755
642,644,0.23210807278,0.368586491238
643,645,0.224853464962,0.283803037987
644,646,0.192559785935,0.262011752369
645,647,0.260013554502,0.406236323253
646,648,0.171731511465,0.323804460326
647,649,0.152627653186,0.216383692941
648,650,0.252241908419,0.420346899524
649,651,0.251175083766,0.460764215729
650,652,0.187063536306,0.385072885291
651,653,0.318158794992,0.626983900003
652,654,0.185393341511,0.25760455197
653,655,0.235730424728,0.349061782297
654,656,0.307042147541,0.553303153379
655,657,0.242005226231,0.388341028239
656,658,0.201593705542,0.271431964939
657,659,0.109044865196,0.138845539071
658,660,0.147328367857,0.167496606799
659,661,0.208597312297,0.281206850616
660,662,0.13886901783,0.174169907678
661,663,0.459569859892,0.904108844183
662,664,0.280322520549,0.363741115069
663,665,0.214313704458,0.288499214205
664,666,0.169447428285,0.259991961227
665,667,0.117538606806,0.14920265
666,668,0.246352759519,0.30501854409
667,669,0.152207364433,0.23606858137
668,670,0.285904880006,0.44580040184
669,671,0.118959607502,0.143268012434
670,672,0.317895514254,0.640064269433
671,673,0.227861933096,0.3752639812
672,674,0.227971446918,0.317834853216
673,675,0.198247974103,0.305534439306
674,676,0.24032902469,0.399855563997
675,677,0.237989638108,0.325353915091
676,678,0.223066917631,0.377336304368
677,679,0.18533612588,0.277677647768
678,680,0.348823093776,0.60671441923
679,681,0.295078650963,0.562848931234
680,682,0.164846505651,0.226168366416
681,683,0.26985043287,0.359235869235
682,684,0.529047946191,0.657764783883
683,685,0.311129434739,0.471405309816
684,686,0.126933984954,0.141104986414
685,687,0.292562477085,0.571804577795
686,688,0.189713902498,0.263817545618
687,689,0.141009166674,0.247484507792
688,690,0.179244415679,0.25915313379
689,691,0.2421739263,0.514179672031
690,692,0.16141614876,0.218170371084
691,693,0.164490575014,0.264806698902
692,694,0.142915731281,0.192351162154
693,695,0.159129648551,0.223665831962
694,696,0.155684855868,0.260363776816
695,697,0.139139456073,0.174887695547
696,698,0.362258021125,0.782315811507
697,699,0.137313637746,0.206704271126
698,700,0.199366773434,0.303802046475
699,701,0.215573024936,0.320540072799
700,702,0.158940755692,0.207704507119
701,703,0.244062741037,0.378665321445
702,704,0.114955878488,0.136598062542
703,705,0.142033078639,0.199647545558
704,706,0.254416193589,0.402834919612
705,707,0.16338943941,0.189128456412
706,708,0.16433582486,0.241623965194
707,709,0.15410817639,0.23862491199
708,710,0.156566217327,0.220334173928
709,711,0.207169437053,0.722981937634
710,712,0.261205029228,0.397210799256
711,713,0.204350070549,0.267272189558
712,714,0.194165557383,0.275052662394
713,715,0.123047700417,0.168026555428
714,716,0.226516492274,0.755571936114
715,717,0.143514114242,0.211286968115
716,718,0.353867322423,0.670347931503
717,719,0.146596937963,0.189764639086
718,720,0.261684806028,0.459992946917
719,721,0.225612551521,0.302026240926
720,722,0.154117276633,0.294650012016
721,723,0.126353739209,0.166809208665
722,724,0.363486983891,0.807089559939
723,725,0.181588796754,0.262702666613
724,726,0.199547063099,0.449459926394
725,727,0.267610684155,0.463246043583
726,728,0.230051129016,0.336201149825
727,729,0.193911877642,0.33878755967
728,730,0.346282443807,0.431463577053
729,731,0.203381426473,0.282550508221
730,732,0.128761998232,0.160507291761
731,733,0.257691309876,0.353848157912
732,734,0.174883723805,0.236067604049
733,735,0.220123884798,0.292127007276
734,736,0.140278741444,0.21121440208
735,737,0.200270220258,0.266743660713
736,738,0.252512199282,0.380028741831
737,739,0.5,0.896928310068
738,740,0.199338436284,0.287025427208
739,741,0.332023124176,0.56405729709
740,742,0.127404459068,0.171666798119
741,743,0.155933202456,0.337546785602
742,744,0.176137412826,0.236915686411
743,745,0.154114528297,0.273623791521
744,746,0.148951654545,0.260148654455
745,747,0.511332581916,0.511332581916
746,748,0.125522759786,0.145326415432
747,749,0.182472428161,0.256048219276
748,750,0.142808005463,0.232625452181
749,751,0.199128787954,0.326012810614
750,752,0.203235140128,0.296362619405
751,753,0.134933247065,0.191762884812
752,754,0.162252353156,0.203291594568
753,755,0.179097946375,0.237986145667
754,756,0.158703620096,0.189183220236
755,757,0.19555889979,0.380138270229
756,758,0.192660600523,0.258400031531
757,759,0.289546183658,0.434349027434
